names,dates,latitude,longitude,categorical,quant1,quant2,quant3
b'Tonishia',1464741974,-59.94465318,-49.53486156,Category02,2.035286111,-15.62704006,7251.70996
b'Ayveon',1467953152,67.78468244,-107.8905535,Category01,0.460712856,-27.47204795,9626.69482
b'Anshuman',1458934274,-75.26226654,149.0555894,Category01,0.331292046,-7.158066664,723.6597619
b'Celesta',1452289230,70.55300342,29.8230413,Category05,2.002211514,-10.72149532,5408.248031
b'Lamiah',1479542415,-16.20669888,30.65306398,Category04,2.708772421,-8.023579768,2955.942381
b'Joseandres',1461686634,-17.45320932,-157.4023632,Category08,0.279416336,11.50312059,7628.012722
b'Laveria',1455881941,45.97082223,-37.13046164,Category07,0.828872799,23.2792259,8668.099091
b'Kammi',1455763899,47.70689359,-175.8989957,Category01,2.074634839,-21.00816279,3815.58902
b'Lyanna',1481188001,-15.46005858,-102.1364481,Category00,1.614767775,-8.464547036,3846.29765
b'Kailei',1475505511,1.032374147,13.66863854,Category06,1.041460055,-27.32144208,7969.584945
b'Dennae',1461350538,63.28780758,-145.5901206,Category07,0.380060628,-1.707082503,5894.217994
b'Darshay',1461656791,70.49812376,39.31959389,Category06,0.214853746,9.662077253,6334.707268
b'Shiphrah',1473115255,89.842862,-78.23820265,Category03,0.289424667,-27.48457018,5230.857573
b'Dalari',1474972941,75.70857355,36.13933478,Category07,2.258220973,-23.59897187,9502.344635
b'Aleahya',1476736335,-78.77917173,-32.8054458,Category00,2.173079347,16.60176937,9529.845787
b'Jalanie',1452028256,5.43953132,-10.24086354,Category04,0.465279278,27.31278897,5073.545853
b'Alizeh',1467116850,18.13776244,-92.63780451,Category02,2.320123291,4.279879634,8360.981163
b'Tiquita',1481274643,-86.98593106,134.8261904,Category05,0.377145427,15.52649782,5808.286722
b'Harwood',1465551204,-85.52942844,46.29469105,Category06,0.800493959,25.59330335,4280.308529
b'Karam',1467711753,56.34585389,-83.7862479,Category03,0.238582225,20.15255043,2786.831785
b'Orbin',1455169892,17.95793699,-167.4704876,Category07,2.905192162,25.04585538,1799.249188
b'Jhane',1458567056,3.879026597,50.66770133,Category08,3.3739047,-8.477075668,2745.600755
b'Mileva',1453571929,-24.6324337,-27.48146737,Category05,3.242410655,28.90681376,8315.68811
b'Sheraine',1455278125,-50.96812176,42.30907429,Category02,2.526837216,-9.323550789,5020.155131
b'Rakelle',1477988973,88.58767262,126.1769035,Category03,1.943897537,-27.71623872,9781.11447
b'Brecia',1458495620,30.81417548,-152.6265126,Category08,2.460910967,24.44099276,948.5176446
b'Joshusa',1468800989,-4.123027103,119.7156597,Category04,1.485262008,-18.69359913,8885.518409
b'Marymar',1475551838,-3.549709072,97.96387215,Category00,2.148837491,-13.10784968,9315.548516
b'Niria',1463610828,-64.47792289,157.4537284,Category03,2.550533532,-17.65898072,5460.522684
b'Nastacia',1458728853,11.20801858,-123.6109535,Category09,1.066838028,-2.749485568,3457.945574
b'Marlayna',1461112474,70.81714619,133.6241893,Category00,2.231860189,9.556402045,5091.29253
b'Endya',1453243829,61.43550414,94.47190348,Category02,2.963377834,-2.625206578,7813.018552
b'Chantay',1468578016,74.33287871,-104.9927517,Category09,3.392797514,-19.05441488,7169.155367
b'Alvia',1465778574,35.28813304,151.2780898,Category02,2.846684484,27.04775714,6496.410962
b'Kirkpatrick',1454544015,16.38508831,-12.35134501,Category01,0.676692565,-0.508251091,2017.786713
b'Miryan',1477884443,-68.34843932,156.4360935,Category09,2.291551851,-11.91974759,434.9158253
b'Charisha',1476769623,72.37465598,113.6174008,Category00,0.415850539,-22.36145612,286.7202682
b'Toki',1474849214,-7.490810626,-62.05313668,Category04,1.516735366,-25.63839346,2217.068989
b'Ashi',1456016754,63.80734555,-142.881251,Category03,1.601750722,28.52771654,6927.181965
b'Nyx',1456854163,88.15785443,147.0289981,Category09,1.157574198,-9.848265153,7109.458247
b'Lavene',1464587432,-80.66599509,-112.0831216,Category04,1.174472555,28.72849006,4362.515348
b'Lillyth',1463795721,-74.53992531,18.00961894,Category03,0.546934162,-20.13597317,3227.563568
b'Ahleigha',1454805333,-0.829547447,153.5352286,Category03,2.558969843,0.123003661,3819.794308
b'Katima',1480154421,82.28018811,143.9334096,Category07,2.780330142,-16.81008038,9644.654223
b'Tadeusz',1477357368,-87.44977842,-154.0054829,Category02,1.824567596,8.067200946,2972.786697
b'Dessiah',1472255514,-5.275569531,-16.17449068,Category06,0.892502921,29.21151193,8455.794474
b'Solie',1466030480,-27.37882764,46.65434215,Category03,0.170485085,3.478785778,8492.406932
b'Keontay',1455961536,35.13873846,20.04997332,Category03,2.698827465,-24.26357216,3081.415856
b'Rhoderick',1458214053,71.23876868,170.6997909,Category03,1.19905745,-5.046522375,7276.1004
b'Prabjot',1451904976,-64.0211498,107.7370075,Category05,2.412545916,-14.72839998,1661.729403
b'Marely',1452645420,-42.31463427,-165.4619329,Category09,3.005257044,21.83808124,132.4740585
b'Kennis',1476624133,44.18827358,-96.52097361,Category04,1.323479681,25.43525326,345.7340422
b'Dominiq',1453900998,16.03476202,57.03938788,Category06,0.662529788,-8.845819132,5502.509859
b'Tue',1467392901,70.63004985,4.246036331,Category04,0.109000016,-13.02101962,2999.976689
b'Mayreni',1466441477,39.44800581,-139.2750453,Category05,0.124360864,20.83099556,2026.78422
b'Yaisha',1480593968,-41.97773731,-127.3680819,Category07,0.059455855,-18.95347395,5343.297997
b'Momin',1477514265,29.46690183,61.95816373,Category00,1.073232228,19.86690668,9058.400565
b'Alixis',1470043582,42.13986306,-160.6865805,Category07,2.496127649,23.67016409,334.8405817
b'Taylorlynn',1477261329,27.91460536,-61.70954932,Category00,1.207738515,21.10142408,8564.188585
b'Ita',1454095756,22.51901272,-138.3460107,Category05,1.492415332,6.821165828,6989.510442
b'Jermario',1467840411,89.64149062,-123.9964716,Category00,1.998918785,12.6939931,1165.899337
b'Adahlia',1471122443,-9.069673278,109.713721,Category07,0.791869673,4.174485897,1073.549037
b'Shawnic',1468857938,-58.71280455,110.2736243,Category07,0.873651423,27.30643979,3667.429827
b'Atwood',1451617058,-58.95812571,120.1926181,Category02,0.718754175,8.611317328,8472.46071
b'Renada',1452875334,-65.17932121,-106.4987133,Category08,3.441190764,11.82516289,418.2865726
b'Lundin',1474782902,69.1559747,19.56558672,Category04,1.463870073,-26.97670914,924.1089388
b'Halsten',1474083828,-15.62308431,179.0559741,Category07,0.188829099,5.294404801,8846.412133
b'Callasandra',1477105238,-36.17547696,167.0736672,Category07,1.124297422,-11.24890063,2919.149721
b'Raheem',1463734319,-49.57054316,-178.9132997,Category00,2.229964127,16.39991863,2599.643631
b'Deysi',1459613675,-50.20964568,151.3266058,Category00,2.241044716,15.14289978,2266.299391
b'Arles',1478508903,48.62554999,163.1064291,Category04,1.189354572,-27.88764237,9692.811733
b'Keadon',1466997306,60.93676946,-58.10271646,Category06,2.093396422,-7.554912938,6774.826291
b'Xaeden',1476619254,-64.09423141,-55.97910202,Category02,2.894736614,-19.6671561,8977.00725
b'Ranyla',1455872628,-11.56682568,150.6929148,Category00,0.153282411,-20.12000328,3473.425241
b'Noga',1457009747,85.43164113,-99.69174299,Category04,3.031949723,26.14874428,7150.876967
b'Mihir',1459707042,86.06541917,-115.3557594,Category09,1.487202119,24.11215431,2794.478026
b'Sait',1452442488,15.44554045,-101.0465372,Category04,1.790817126,25.02335184,8525.132056
b'Latrecia',1480572074,23.88930338,-165.9859341,Category09,3.317332702,-6.578521692,9988.454602
b'Gaylan',1479400624,89.76162107,98.44468066,Category07,2.861945852,0.025251284,9407.646917
b'Skyli',1454036353,30.16727179,42.7579853,Category04,2.757604178,-18.75023874,5654.252641
b'Gregorios',1472211803,4.033892734,-76.07599335,Category08,1.572221015,-20.51857473,1250.905349
b'Effrey',1469679163,-80.08477345,170.1633456,Category05,0.169531592,-5.186165502,296.508343
b'Davinity',1468436342,-16.42959599,-122.7168726,Category08,1.360836664,-10.74335134,9672.09833
b'Suen',1452943304,-87.50875382,35.63367536,Category03,2.059289513,12.43082138,8698.999801
b'Javontez',1477188912,-64.04602712,-158.568696,Category03,1.667843863,-22.656792,6871.572437
b'Brok',1459274803,-60.46062549,-68.83697914,Category04,1.476603826,-8.2201587,8677.04853
b'Adda',1480275133,88.28954915,-80.6969802,Category09,1.106953811,-1.313674974,2479.301679
b'Avrie',1453581915,61.65253938,-12.44596459,Category07,3.410279009,-25.42245333,5425.712825
b'Vaya',1469813062,13.02844155,153.0427477,Category00,0.130008106,16.63948258,8798.495336
b'Jorrin',1457938482,-16.29139792,-48.56220899,Category05,1.210456365,29.06359118,120.2452285
b'Yasmyne',1476442191,-64.6714595,29.32688611,Category02,1.990103426,-24.04365709,8607.635682
b'Matis',1480885337,56.65779011,-122.2233599,Category00,2.34956229,-0.390708161,5896.245228
b'Izabella',1474080951,22.77858607,120.7016308,Category00,0.355259301,14.21394423,2792.595508
b'Tomicka',1469373445,58.79889378,-39.09983719,Category00,3.093076265,28.31338531,5281.399861
b'Kaname',1456769928,15.51190456,166.5239652,Category09,2.87606696,-2.209117501,7272.025334
b'Tyina',1459993368,59.96885814,-133.2975578,Category08,3.418729512,-3.190948442,204.8040524
b'Miyon',1472299825,52.06463475,-11.16015278,Category00,3.484204744,-13.37966264,5573.819812
b'Quadeshia',1452833581,78.25963995,-169.234566,Category04,1.342568988,-17.98820298,1948.667477
b'Sianah',1480130088,-41.06434698,97.96607478,Category01,2.680893782,-20.76110516,1040.520554
b'Cliffard',1473024249,74.79263243,-105.5806636,Category07,1.435458276,-4.156935719,8466.29992
b'Ornie',1458136942,-44.0616016,-94.05412124,Category05,0.078096337,13.1337468,574.5826841
b'Forestt',1472824383,76.14408278,17.06847291,Category06,0.618291546,-22.18695736,6548.256758
b'Eibhlin',1476061658,62.45640795,10.25627642,Category00,0.540256427,-7.885932153,7061.29678
b'Larenz',1456065323,14.18117797,-126.8696091,Category09,1.531229103,11.14283858,4863.190075
b'Donnajo',1462888518,-52.84999587,-108.2522495,Category03,1.802290227,-25.7952585,4913.744932
b'Leany',1466889708,47.29454887,-49.39880192,Category06,3.127372969,-4.127726185,3583.791103
b'Burnis',1478146419,-45.51978618,-45.0842088,Category04,2.072609464,-26.41828187,3860.571625
b'Alissia',1482676599,-46.01994125,-21.36381276,Category09,2.249572865,6.966410413,4326.676881
b'Cattie',1459076134,44.96777875,-137.7406499,Category02,0.126848704,-0.838412809,4203.870615
b'Lyanah',1479111736,-76.41274746,-97.99882817,Category05,2.056173603,-5.268333695,7985.596146
b'Cosie',1465319350,-88.78146201,51.22156529,Category06,1.252585128,-9.765436451,7696.403197
b'Jaeliana',1460770911,-81.30640207,29.20745041,Category07,2.483838775,9.264522862,3226.925468
b'Ewalt',1480954535,10.09207536,-28.29364809,Category06,1.534197201,26.84774217,8363.289324
b'Vince',1451625163,75.22640131,-140.1697027,Category05,2.600359065,23.56925757,4196.505328
b'Xaviera',1455488577,69.09548786,18.00032861,Category06,2.99996519,21.01218459,4139.086295
b'Aryssa',1466233718,-23.15284943,116.7483534,Category07,1.737841515,9.702502005,9275.472586
b'Sievert',1474463440,-73.24543935,22.85944894,Category02,3.271353049,-16.10849799,8182.192549
b'Kimoya',1457957633,-44.00273576,-50.04064277,Category06,1.549654947,24.41735892,8559.030965
b'Normon',1466379817,52.44864644,-148.4241248,Category01,2.902187487,6.016658204,6631.931247
b'Denardo',1470271713,36.04787627,102.6451125,Category08,0.368521131,2.409085137,7178.493926
b'Virda',1477828318,-81.3884467,76.80116941,Category09,0.920389881,13.54252783,4228.608994
b'Lesther',1480464883,-77.731236,31.29633366,Category08,2.59060753,15.90545042,8936.793138
b'Mariusz',1453283469,-60.171043,-4.048259822,Category01,3.390716858,0.814152267,4626.113688
b'Victoria',1478877354,2.333050657,-7.971922865,Category04,3.239546616,2.602331811,4118.445633
b'Ruchama',1481898476,66.83651333,-157.8101411,Category02,3.46784382,15.58777556,4089.669412
b'Afsana',1475328264,15.93825165,-70.72265245,Category02,0.633916592,13.7249268,3529.098474
b'Shilow',1479468344,73.48348105,114.1266876,Category01,3.450835903,4.240186576,3919.821956
b'Declyn',1471932220,-46.75575901,177.2578002,Category05,1.877254855,-20.31205317,8298.964277
b'Kayana',1453887303,-53.21343411,-118.0088833,Category06,2.846919843,-10.03739977,8077.394895
b'Chantai',1467705972,58.68415469,118.0697781,Category04,3.032633852,29.02302914,2748.922692
b'Soroosh',1463649934,86.94392716,79.59688731,Category07,2.634252752,25.28810823,8323.254929
b'Hermen',1457005194,-42.54518803,47.46392991,Category00,0.041640816,-5.50217144,410.0442902
b'Teresea',1455738456,1.393153749,-32.25906272,Category00,2.025793636,29.2663126,1121.319282
b'Vivian',1460064789,47.86718407,115.8778246,Category04,3.256434179,4.096864025,9937.069583
b'Pamelia',1479723021,-4.801020953,44.55708758,Category04,0.305543878,-8.673471778,8368.517327
b'Sriman',1474793973,-76.5568857,-77.25187212,Category09,2.782290798,26.14954509,1347.57679
b'Camareon',1471692119,37.04753155,-132.5219406,Category01,3.094619216,-18.58628179,7910.352463
b'Astella',1461349023,69.8637392,72.03491732,Category00,1.419114896,-12.44975293,3831.105851
b'Rodonna',1477754251,18.51554712,99.48840908,Category04,1.336523778,-2.270227748,4803.306074
b'Charney',1451856160,48.75267766,-152.8670065,Category09,0.448607461,15.7523921,5588.255418
b'Enora',1466421449,-61.41743902,27.74602642,Category03,1.61437352,0.271467654,6635.218541
b'Mackensie',1464743720,-29.07540243,100.0205017,Category02,2.000621555,16.06233141,1764.312858
b'Kahari',1459295030,25.7033939,6.11835194,Category01,0.733024306,-28.79514521,2115.770908
b'Denby',1476480708,-38.20928582,135.4990549,Category05,0.523402641,17.37781033,8601.126613
b'Kaleisha',1469601592,11.52659338,-117.1353722,Category06,1.817246374,-13.58255666,6078.622666
b'Jaalen',1474884129,-64.28766112,-110.6500014,Category06,0.947454878,2.621638559,9008.226138
b'Nelsi',1454985943,59.24480274,-92.97460557,Category09,0.271292961,12.52647945,8405.646323
b'Fernley',1480511213,-14.94467737,112.4480422,Category02,1.494044689,17.16063242,9213.589885
b'Telesa',1467923252,-64.93792794,112.2975791,Category01,1.590570528,-11.28758643,1858.541967
b'Etienne',1476524712,25.85989366,-10.31323339,Category02,1.679593944,29.73033861,8529.429925
b'Benjie',1468894704,-43.53787703,54.74742849,Category03,0.00187916,-18.83404808,9812.222792
b'Irhaa',1467780987,-6.245801788,-122.1950745,Category01,0.512911627,22.2833013,8598.856886
b'Samir',1454744619,-67.14800718,105.3725328,Category01,1.973537594,14.36956572,7091.31143
b'Tenecia',1467041771,-61.25230902,-175.7447206,Category04,2.292861829,10.79681103,3606.21823
b'Thomes',1480022207,-9.750712469,166.8157654,Category06,0.802934442,10.91144077,3779.56298
b'Sakira',1456221306,17.2513105,118.9311804,Category03,3.249931766,15.67811854,8094.27807
b'Haskell',1473581347,83.85135763,-41.3868312,Category03,2.973714128,-9.007519929,7511.926889
b'Ludvina',1467930154,-72.58891044,102.2848722,Category04,0.969226837,27.81012851,1997.052733
b'Breeaunna',1465469771,41.57257399,68.21599275,Category06,1.241214403,-0.527207955,7853.090815
b'Simin',1454411840,-0.056006886,165.4243118,Category07,0.476275231,-29.60866264,9418.597003
b'Keden',1469765999,-42.55345401,102.5371168,Category02,2.475464177,-16.89977068,8698.57446
b'Allen',1481550540,-64.87308262,-102.2972822,Category09,0.548409219,-22.68316667,7392.432319
b'Kady',1482098126,41.284396,154.6775199,Category04,0.017656111,12.50573743,4982.39113
b'Lafeyette',1462359455,-58.09930511,-170.5114985,Category05,1.398588557,-3.537852805,6615.248286
b'Marian',1471291851,7.354914374,38.17350878,Category08,0.758318532,-28.02228095,3186.794387
b'Maleigha',1465345294,41.64570951,-58.1420042,Category09,2.24472305,29.74652181,5423.930849
b'Yaritzza',1465523124,-67.01000086,170.0681965,Category05,1.404220019,20.42505814,7142.835379
b'Ashlee',1459673876,-12.68804619,20.53851809,Category09,2.080804485,-26.19794387,2447.762537
b'Marja',1470763728,-48.72801482,25.20341539,Category08,3.045534812,18.43698824,8054.636246
b'Tapatha',1468390670,83.22780971,43.62751527,Category07,0.680573473,-11.3670272,9546.292643
b'Armoni',1467040596,47.57953897,37.94807541,Category00,3.14806137,-21.68033426,1097.359923
b'Shylyn',1474604512,66.93446104,-86.81642458,Category00,3.042883611,27.67297118,8655.816379
b'Jewelie',1453770426,-9.785588186,-147.3847756,Category04,0.609332215,26.48285274,7061.391816
b'Blain',1463715408,-32.11368287,-145.1686749,Category06,2.844801065,9.454858393,85.3886561
b'Chayna',1476877348,-66.3377876,158.8630879,Category02,2.953345011,13.10019718,1418.46995
b'Ashantay',1481823866,12.05065001,27.52974887,Category08,1.235631702,-26.02398952,5036.517871
b'Xamara',1462748873,-56.01341223,-119.8166868,Category02,2.875755116,-0.663067052,6441.590624
b'Chae',1471306633,88.49948027,-40.71283893,Category05,0.860020219,-20.89603763,3739.335831
b'Pragathi',1464387419,-15.59986509,15.4873883,Category00,1.489181051,21.29422171,3451.259286
b'Mathea',1480853867,-17.11096541,5.088784429,Category09,2.219721526,-8.86907434,7112.590223
b'Aubrina',1476567136,72.34996916,-113.5905841,Category00,0.683717995,5.636943559,3503.310152
b'Dulcie',1478731489,20.80758262,-87.28011462,Category00,1.567698312,27.73640062,2719.243854
b'Khaydence',1459762870,-49.82046714,-75.46873115,Category06,1.567592224,-6.285533483,3731.507995
b'Mosley',1451846522,18.93150811,-112.9230376,Category07,1.598768797,15.1083318,6476.93253
b'Charia',1479520265,-68.94288003,-47.44115932,Category04,1.361742225,-11.59495443,2073.928816
b'Debro',1468583983,-60.11173635,43.92409278,Category05,3.13862939,22.14093756,3284.030279
b'Domiano',1467541574,79.44729305,135.9471869,Category01,2.805029408,-11.32610806,8664.344
b'Lawarnce',1478202205,86.66643567,78.69352009,Category04,2.056345335,-5.218496993,9049.708514
b'Mathel',1461084893,47.04420812,161.849481,Category00,3.458641314,10.81655226,3438.386607
b'Chanta',1466762517,51.42365162,16.63300607,Category07,3.007437696,-1.342451298,9077.224541
b'Jerine',1475245630,-57.03496066,14.90779406,Category08,2.748860042,-24.81390455,9360.943144
b'Jarquez',1471098336,-21.78550109,-66.13848271,Category03,2.893112903,-7.4210305,2426.844336
b'Dewyne',1473839944,-32.47656643,-175.4389083,Category09,3.328388516,-18.66075704,7747.445185
b'Tywone',1476754193,53.55791816,50.15100457,Category01,1.81468342,-8.537556725,4213.811722
b'Sahmiyah',1474773349,-21.27327059,-68.57460048,Category05,2.537613287,23.16147894,3413.202445
b'Jyssica',1470599319,-26.02090108,-2.617996687,Category01,2.307709318,-7.08948478,3368.188598
b'Marysabel',1466416379,-9.735203814,-24.83316415,Category00,1.276834859,-10.14614659,5125.061525
b'Patyn',1466661091,52.64464733,-115.5456498,Category00,1.01196054,20.01216003,8342.970478
b'Keyston',1462802311,-36.70973771,129.0177901,Category01,1.971863981,-26.66459472,6172.659409
b'Eudean',1478524058,-64.38987303,-31.58422663,Category09,0.482455149,-21.35947974,9904.320832
b'Baseemah',1470015830,58.48629841,46.27753994,Category09,2.030115675,27.64444802,8494.652139
b'Kurstin',1463478620,-47.4011644,-45.5759943,Category05,1.054678517,10.22806089,2882.133318
b'Amya',1476828652,46.61524908,-140.6176627,Category01,3.374456576,29.08413129,7550.461986
b'Voncia',1455808147,-52.9528409,43.84255784,Category05,0.039614523,-3.446476779,285.894413
b'Devola',1476347864,-89.82978733,106.9920391,Category07,3.399965266,-11.50919919,433.0179445
b'Hiley',1473579880,-36.90932561,96.55746396,Category08,1.45949727,-18.69427732,9039.433682
b'Liesha',1459035902,-19.91056428,-173.2229729,Category06,2.244945308,27.64989369,6826.956745
b'Turan',1466487114,75.30630149,12.74081644,Category06,3.44772147,-9.582086386,3165.796791
b'Tareyn',1457601672,11.07573911,68.09410179,Category06,0.849363462,17.75921362,8921.21035
b'Tahiry',1477682494,-17.07162239,-30.81303532,Category07,1.814698508,-6.874782442,5950.338367
b'Adonya',1463844242,60.17417805,-133.638354,Category01,0.591035824,-14.82744586,4203.012053
b'Kaeli',1470602819,-17.15058255,-136.4800839,Category03,1.078699915,-4.832190347,5155.972414
b'Jazz',1474607059,37.05894315,-26.3506671,Category07,0.929934064,-11.13161494,2881.565544
b'Yvana',1456403604,22.94418547,69.06548307,Category05,1.680609123,-22.07967264,3201.284801
b'Raenee',1482331966,-67.23696028,45.16658068,Category00,3.135220058,9.721095011,3984.696261
b'Sholonda',1466273783,-26.77070747,155.7610775,Category07,1.473195995,18.16547652,8370.862897
b'Jessamarie',1456699491,13.51583118,-103.2531725,Category00,1.105572581,-29.16370879,6049.351608
b'Jhonen',1465042612,0.244921674,20.0302177,Category02,2.901251302,-9.721673619,625.8720525
b'Exzavion',1453989078,9.148887108,-71.59596923,Category06,0.655846785,19.12607079,6649.183538
b'Marshawna',1454723491,22.19616594,126.6180693,Category08,1.568088374,26.3230942,525.0103916
b'Maxene',1453940759,40.68590972,147.0077087,Category04,2.43352134,4.044852013,5122.924165
b'Dearius',1456093689,-1.91446597,161.2012698,Category03,3.070060908,25.43400156,8070.380249
b'Chrystel',1465454588,38.08263339,-170.0183501,Category02,2.712867383,-12.13062439,6543.375436
b'Jalyia',1479836501,-89.99563052,-66.6708669,Category03,3.013596349,8.901578727,8007.358444
b'Ahri',1475725586,-84.28315453,-107.3553666,Category00,1.347897834,12.15857836,5404.638887
b'Demira',1469192212,52.24897933,48.02306218,Category01,3.404504279,-17.86035238,7090.154402
b'Tywone',1461912450,-24.73362804,71.41026302,Category09,2.274815087,-28.98703532,8223.770755
b'Autom',1454020876,85.22793878,34.83575314,Category06,0.797806599,28.15529846,406.0903327
b'Rishitha',1461636382,-17.15271323,100.554861,Category02,2.305501154,15.6084452,3505.900581
b'Daryus',1467059010,74.24001324,115.1578126,Category07,2.008923585,-20.44674515,5896.55583
b'Norland',1473380078,4.273623166,-4.11749852,Category01,0.273200267,-11.37494043,9762.323743
b'Tauras',1452278150,-21.50144554,-132.9353435,Category01,1.652925087,25.25225258,224.5676032
b'Niels',1464486791,50.04461306,136.7989247,Category04,1.342506025,14.65606708,1696.146323
b'Shelma',1475930450,52.34873332,109.5415243,Category00,2.267801473,28.19470637,4896.992447
b'Bernetha',1478037338,0.07396098,-43.25238067,Category01,2.146709662,-21.49207312,1770.917691
b'Delmore',1477838487,-49.41517994,-67.85872567,Category04,1.947167885,-17.85190058,6396.778974
b'Baylon',1475082728,-85.96350725,67.59816581,Category01,2.581334785,-20.41375768,9633.880965
b'Ahnylah',1476086082,42.37559811,-63.11235182,Category02,3.178239729,-23.62130008,7025.025679
b'Zvi',1460609039,-57.05039367,-28.4642662,Category03,1.696815381,17.2268241,941.6556185
b'Alishya',1479961326,30.6337914,-22.83823966,Category09,2.899476073,-3.729284845,3967.925762
b'Silveria',1474874401,44.32763729,-177.3226641,Category03,1.286274629,17.81681338,3257.201095
b'Rubell',1452633018,-69.04796993,-121.0764824,Category02,3.28030389,-14.61762337,8490.371436
b'Leslieann',1461251341,-36.94257416,-31.12157434,Category07,0.590182551,-24.64004672,6308.259111
b'Abdulla',1469167526,64.48897543,-142.3535565,Category07,0.09404071,15.2471238,1079.411635
b'Glenford',1481299843,48.51941118,-18.57262477,Category06,0.068718529,-15.12623702,1596.993938
b'Granville',1452694755,40.89261035,-64.05905807,Category07,1.071552132,-4.548066159,9029.371716
b'Curtia',1464134880,49.69499806,69.71700062,Category08,2.239876241,28.93628097,5539.944437
b'Alsie',1468423184,77.63703099,-105.8155594,Category02,0.97764289,21.29002295,4641.160777
b'Fennie',1472230978,-60.74392185,142.9383335,Category09,2.202335676,-12.7739422,2373.927203
b'Filicia',1479719962,-46.18807629,-64.89155603,Category03,1.417665575,-4.578796288,4217.989349
b'Cmya',1464601513,9.736936445,175.8054245,Category08,2.743790962,1.224444353,9075.878036
b'Tysheed',1453188237,54.6114152,85.01530465,Category00,0.913289922,23.05451374,6202.491105
b'Frontis',1480957018,-6.930357666,-23.49226165,Category09,0.676716295,21.40844116,5887.956175
b'Aker',1461087212,-4.840333863,95.31935642,Category06,0.721283319,6.1713335,6815.067035
b'Luthera',1478077056,23.7863391,64.85627434,Category05,0.924357685,-29.36252472,7067.134016
b'Rajana',1454225729,-38.27044927,-57.49281588,Category09,2.909497608,-24.12113199,6681.856573
b'Reilee',1465801895,-73.8990055,23.43525817,Category02,1.719851162,-9.655956436,4710.666639
b'Kanchan',1460276181,-4.556525238,-114.2619668,Category00,3.459148341,-2.899658862,7664.48149
b'Eliona',1462205197,79.51745768,173.8164394,Category06,0.426666639,1.307123686,1969.073368
b'Michaelray',1453838993,-6.31664346,87.12603972,Category02,3.08000541,22.50632601,6016.785308
b'Shilpa',1469700666,-2.580329422,-18.91849462,Category08,0.304098047,15.25395244,3423.174787
b'Alward',1461828555,85.01452326,-170.0577171,Category09,2.256077839,18.30555312,9811.000855
b'Rianna',1479545450,-72.167793,-9.152634107,Category09,0.702833817,16.39522746,4871.174605
b'Jemiyah',1461139129,64.93544582,152.3214171,Category09,3.311138099,10.54794349,1495.456692
b'Juddie',1475778768,-42.9546045,8.101865253,Category09,0.957649518,-29.16190916,7515.049229
b'Ayvree',1458652706,31.97056673,-40.85047404,Category06,3.031112217,29.55278617,4784.14777
b'Osborn',1478143506,83.6995656,-78.32563565,Category01,2.343181675,12.51575419,6889.752914
b'Elmir',1455287053,-66.47617914,162.4007435,Category03,0.944145286,4.167827383,7958.649244
b'Meliton',1454234460,77.80025376,-78.42462256,Category09,0.766776106,8.142063303,1322.06709
b'Yaeko',1464993719,77.02868199,-149.6796126,Category02,0.958113019,-17.61959163,3468.814124
b'Redwan',1482855684,-72.41860633,177.121567,Category08,1.451215657,24.44292127,1929.750642
b'Vivyan',1476783670,-15.99882292,79.82016649,Category07,0.559854529,21.93264858,4550.221286
b'Chalyce',1454507901,52.82295113,-114.6490995,Category02,0.443609744,20.18315843,4127.847227
b'Khrystyna',1478087760,15.82805059,-137.1395507,Category04,1.280238232,-1.73858233,9582.634341
b'Khrissa',1465836780,-67.12613966,93.77038311,Category09,0.43053557,6.538685144,9405.363109
b'Issaac',1476455597,29.15435094,-77.14109319,Category01,2.110383628,18.943675,2250.893522
b'Shaquela',1467715342,61.28999196,-173.6603424,Category02,0.027731418,19.46303346,7545.621526
b'Caidon',1469907238,59.62171741,104.0003768,Category01,1.019694899,-4.641615437,7580.350928
b'Kamonie',1474652101,1.289380503,-14.01854958,Category00,0.863137778,-9.301876842,9206.358925
b'Charlas',1474086174,38.81386375,-123.0995495,Category07,0.265562071,-10.18288508,2562.563068
b'Oyindamola',1469283140,84.40804396,143.3789357,Category06,2.686502946,20.89704623,1242.20304
b'Norfleet',1482615906,-15.73629773,-48.05285128,Category00,1.966158921,-11.70159035,6056.901837
b'Khrishna',1457205263,30.86901794,157.2779469,Category04,2.811222288,-29.41819673,7215.204323
b'Davidjames',1466949819,54.47084378,-12.40476089,Category06,2.357746905,1.281589912,3125.385804
b'Quwana',1456646816,15.51545292,-152.2902079,Category00,2.886050788,-27.78190212,9346.330106
b'Worner',1470574554,-86.48107173,-38.7964162,Category03,3.021063699,-23.32506868,2663.983323
b'Kelseyanne',1478189930,-57.2619397,127.3404493,Category06,1.900749178,-10.50929989,583.3876389
b'Nicoleanne',1481506452,-8.822175747,-91.93272054,Category02,0.281849217,-8.556822265,9471.567655
b'Damerion',1460239695,28.58450174,56.06667988,Category01,0.449755807,-14.56035264,1158.856519
b'Tor',1462996724,-84.83477761,-9.496138853,Category06,2.476255432,-9.827007916,6201.815842
b'Herlin',1458325183,-14.17989924,132.3946382,Category02,0.20143052,12.17618286,464.6016076
b'Midge',1479817167,0.405915367,-46.34972243,Category02,1.545805315,-17.98175112,8299.809637
